actual,error,index,col,want_to_clean
11:06 a.m.,10:43 a.m.,2280,act_arr_time,1
8:03 p.m.,7:43 p.m.,2279,act_arr_time,1
1:15 p.m.,1:08 p.m.,2278,act_arr_time,1
5:42 p.m.,5:27 p.m.,2277,act_arr_time,1
3:21 p.m.,3:07 p.m.,2276,act_arr_time,1
2:50 p.m.,2:40 p.m.,2275,act_arr_time,1
7:40 a.m.,7:35 a.m.,2274,act_arr_time,1
3:30 p.m.,3:13 p.m.,2273,act_arr_time,1
8:06 a.m.,7:59 a.m.,2272,act_arr_time,1
11:56 a.m.,11:50 a.m.,2271,act_arr_time,1
11:01 a.m.,10:58 a.m.,2270,act_arr_time,1
5:05 p.m.,4:57 p.m.,2269,act_arr_time,1
9:05 a.m.,8:50 a.m.,2268,act_arr_time,1
1:14 p.m.,1:07 p.m.,2267,act_arr_time,1
4:09 p.m.,3:59 p.m.,2266,act_arr_time,1
1:27 p.m.,1:11 p.m.,2265,act_arr_time,1
7:39 p.m.,7:37 p.m.,2264,act_arr_time,1
9:45 a.m.,9:29 a.m.,2263,act_arr_time,1
9:14 a.m.,9:08 a.m.,2262,act_arr_time,1
6:28 p.m.,6:23 p.m.,2261,act_arr_time,1
10:30 p.m.,10:28 p.m.,2259,act_arr_time,1
9:43 a.m.,9:44 a.m.,2258,act_arr_time,1
10:29 p.m.,10:24 p.m.,2257,act_arr_time,1
9:28 a.m.,9:14 a.m.,2256,act_arr_time,1
9:32 a.m.,9:22 a.m.,2255,act_arr_time,1
7:40 a.m.,7:32 a.m.,2250,act_arr_time,1
12:50 p.m.,12:48 p.m.,2249,act_arr_time,1
5:38 p.m.,6:17 p.m.,2248,act_arr_time,1
6:15 p.m.,6:09 p.m.,2244,act_arr_time,1
8:06 a.m.,7:57 a.m.,2242,act_arr_time,1
10:16 a.m.,10:10 a.m.,2240,act_arr_time,1
3:13 p.m.,3:01 p.m.,2239,act_arr_time,1
11:01 a.m.,11:00 a.m.,2237,act_arr_time,1
11:06 a.m.,11:07 a.m.,2235,act_arr_time,1
5:43 p.m.,5:34 p.m.,2234,act_arr_time,1
3:43 p.m.,3:36 p.m.,2233,act_arr_time,1
11:56 a.m.,12:12 p.m.,2232,act_arr_time,1
4:44 p.m.,4:24 p.m.,2230,act_arr_time,1
9:20 p.m.,9:11 p.m.,2229,act_arr_time,1
2:00 p.m.,2:02 p.m.,2228,act_arr_time,1
6:40 p.m.,,2226,act_arr_time,1
5:11 a.m.,,2225,act_arr_time,1
3:50 p.m.,,2222,act_arr_time,1
11:50 p.m.,,2218,act_arr_time,1
12:15 a.m.,,2217,act_arr_time,1
12:29 a.m.,,2216,act_arr_time,1
5:50 a.m.,,2215,act_arr_time,1
2:50 p.m.,2:52 p.m.,2213,act_arr_time,1
10:47 a.m.,10:45 a.m.,2210,act_arr_time,1
9:53 p.m.,9:49 p.m.,2208,act_arr_time,1
6:38 p.m.,6:35 p.m.,2206,act_arr_time,1
7:55 p.m.,7:53 p.m.,2205,act_arr_time,1
9:31 a.m.,9:29 a.m.,2204,act_arr_time,1
12:21 a.m.,,2200,act_arr_time,1
8:53 p.m.,8:43 p.m.,2199,act_arr_time,1
7:25 p.m.,,2198,act_arr_time,1
10:36 a.m.,10:29 a.m.,2197,act_arr_time,1
3:33 p.m.,3:25 p.m.,2196,act_arr_time,1
9:52 p.m.,9:38 p.m.,2193,act_arr_time,1
1:15 p.m.,1:14 p.m.,2191,act_arr_time,1
2:10 p.m.,2:01 p.m.,2189,act_arr_time,1
3:30 p.m.,3:19 p.m.,2186,act_arr_time,1
11:56 a.m.,11:50 a.m.,2185,act_arr_time,1
5:05 p.m.,5:03 p.m.,2182,act_arr_time,1
4:47 p.m.,5:00 p.m.,2178,act_arr_time,1
1:27 p.m.,1:18 p.m.,2171,act_arr_time,1
9:14 a.m.,9:09 a.m.,2169,act_arr_time,1
6:28 p.m.,6:25 p.m.,2168,act_arr_time,1
6:55 a.m.,,2165,act_arr_time,1
10:30 p.m.,,2160,act_arr_time,1
9:32 a.m.,9:22 a.m.,2155,act_arr_time,1
3:13 p.m.,,2154,act_arr_time,1
7:36 p.m.,,2153,act_arr_time,1
12:15 a.m.,,2152,act_arr_time,1
1:14 p.m.,,2151,act_arr_time,1
3:31 p.m.,,2150,act_arr_time,1
11:56 a.m.,11:45 a.m.,2127,act_arr_time,1
6:40 p.m.,,2121,act_arr_time,1
5:11 a.m.,,2120,act_arr_time,1
3:50 p.m.,,2117,act_arr_time,1
11:50 p.m.,,2113,act_arr_time,1
12:15 a.m.,,2112,act_arr_time,1
12:29 a.m.,,2111,act_arr_time,1
5:50 a.m.,,2110,act_arr_time,1
12:21 a.m.,,2095,act_arr_time,1
7:25 p.m.,,2093,act_arr_time,1
9:52 p.m.,8:56 p.m.,2088,act_arr_time,1
3:30 p.m.,3:20 p.m. (Runway),2081,act_arr_time,1
6:55 a.m.,,2060,act_arr_time,1
10:30 p.m.,,2055,act_arr_time,1
7:40 a.m.,7:32 a.m.,2045,act_arr_time,1
12:50 p.m.,12:48 p.m.,2044,act_arr_time,1
5:38 p.m.,6:17 p.m.,2043,act_arr_time,1
6:15 p.m.,6:09 p.m.,2039,act_arr_time,1
8:06 a.m.,7:57 a.m.,2037,act_arr_time,1
10:16 a.m.,10:10 a.m.,2035,act_arr_time,1
3:13 p.m.,3:01 p.m.,2034,act_arr_time,1
11:01 a.m.,11:00 a.m.,2032,act_arr_time,1
11:06 a.m.,11:07 a.m.,2030,act_arr_time,1
5:43 p.m.,5:34 p.m.,2029,act_arr_time,1
3:43 p.m.,3:36 p.m.,2028,act_arr_time,1
11:56 a.m.,12:12 p.m.,2027,act_arr_time,1
4:44 p.m.,4:24 p.m.,2025,act_arr_time,1
9:20 p.m.,9:11 p.m.,2024,act_arr_time,1
2:00 p.m.,2:02 p.m.,2023,act_arr_time,1
6:40 p.m.,,2021,act_arr_time,1
5:11 a.m.,,2020,act_arr_time,1
3:50 p.m.,,2017,act_arr_time,1
11:50 p.m.,,2013,act_arr_time,1
12:15 a.m.,,2012,act_arr_time,1
12:29 a.m.,,2011,act_arr_time,1
5:50 a.m.,,2010,act_arr_time,1
2:50 p.m.,2:52 p.m.,2008,act_arr_time,1
10:47 a.m.,10:45 a.m.,2005,act_arr_time,1
9:53 p.m.,9:49 p.m.,2003,act_arr_time,1
6:38 p.m.,6:35 p.m.,2001,act_arr_time,1
7:55 p.m.,7:53 p.m.,2000,act_arr_time,1
9:31 a.m.,9:29 a.m.,1999,act_arr_time,1
12:21 a.m.,,1995,act_arr_time,1
8:53 p.m.,8:43 p.m.,1994,act_arr_time,1
7:25 p.m.,,1993,act_arr_time,1
10:36 a.m.,10:29 a.m.,1992,act_arr_time,1
3:33 p.m.,3:25 p.m.,1991,act_arr_time,1
9:52 p.m.,9:38 p.m.,1988,act_arr_time,1
1:15 p.m.,1:14 p.m.,1986,act_arr_time,1
2:10 p.m.,2:01 p.m.,1984,act_arr_time,1
3:30 p.m.,3:19 p.m.,1981,act_arr_time,1
11:56 a.m.,11:50 a.m.,1980,act_arr_time,1
5:05 p.m.,5:03 p.m.,1977,act_arr_time,1
4:47 p.m.,5:00 p.m.,1973,act_arr_time,1
1:27 p.m.,1:18 p.m.,1966,act_arr_time,1
9:14 a.m.,9:09 a.m.,1964,act_arr_time,1
6:28 p.m.,6:25 p.m.,1963,act_arr_time,1
6:55 a.m.,,1960,act_arr_time,1
10:30 p.m.,,1955,act_arr_time,1
9:32 a.m.,9:22 a.m.,1950,act_arr_time,1
9:20 p.m.,9:19 p.m. (Estimated),1931,act_arr_time,1
6:40 p.m.,6:40 p.m. (Estimated),1929,act_arr_time,1
5:11 a.m.,,1928,act_arr_time,1
11:50 p.m.,11:35 p.m. (Estimated runway),1921,act_arr_time,1
12:15 a.m.,11:49 p.m. (Estimated runway),1920,act_arr_time,1
12:29 a.m.,12:01 a.m. (Estimated runway),1919,act_arr_time,1
5:50 a.m.,5:42 a.m. (Estimated runway),1918,act_arr_time,1
12:21 a.m.,12:21 a.m. (Estimated),1903,act_arr_time,1
9:52 p.m.,9:52 p.m. (Estimated),1894,act_arr_time,1
3:30 p.m.,3:20 p.m. (runway),1889,act_arr_time,1
6:55 a.m.,6:35 a.m. (Estimated runway),1868,act_arr_time,1
7:25 p.m.,7:25 p.m. (Estimated runway),1865,act_arr_time,1
10:30 p.m.,10:30 p.m. (Estimated),1863,act_arr_time,1
11:56 a.m.,11:45 a.m.,1835,act_arr_time,1
6:40 p.m.,,1829,act_arr_time,1
5:11 a.m.,,1828,act_arr_time,1
3:50 p.m.,,1825,act_arr_time,1
11:50 p.m.,,1821,act_arr_time,1
12:15 a.m.,,1820,act_arr_time,1
12:29 a.m.,,1819,act_arr_time,1
5:50 a.m.,,1818,act_arr_time,1
12:21 a.m.,,1803,act_arr_time,1
7:25 p.m.,,1801,act_arr_time,1
9:52 p.m.,8:56 p.m.,1796,act_arr_time,1
3:30 p.m.,3:20 p.m. (Runway),1789,act_arr_time,1
6:55 a.m.,,1768,act_arr_time,1
10:30 p.m.,,1763,act_arr_time,1
5:11 a.m.,Fri Dec 2 5:11 a.m.,1747,act_arr_time,1
12:29 a.m.,Fri Dec 2 12:29 a.m.,1744,act_arr_time,1
11:12 a.m.,10:52 a.m.,1726,act_arr_time,1
6:19 a.m.,6:09 a.m.,1725,act_arr_time,1
6:36 p.m.,6:33 p.m.,1724,act_arr_time,1
12:50 p.m.,12:37 p.m.,1723,act_arr_time,1
5:38 p.m.,5:34 p.m.,1722,act_arr_time,1
3:14 p.m.,3:12 p.m.,1721,act_arr_time,1
6:15 p.m.,6:11 p.m.,1720,act_arr_time,1
6:43 p.m.,6:30 p.m.,1719,act_arr_time,1
3:13 p.m.,2:49 p.m.,1718,act_arr_time,1
1:43 p.m.,1:42 p.m.,1717,act_arr_time,1
11:06 a.m.,11:04 a.m.,1716,act_arr_time,1
5:43 p.m.,5:39 p.m.,1715,act_arr_time,1
3:43 p.m.,3:36 p.m.,1714,act_arr_time,1
9:20 p.m.,9:11 p.m.,1713,act_arr_time,1
6:40 p.m.,6:56 p.m.,1712,act_arr_time,1
5:11 a.m.,5:21 a.m.,1711,act_arr_time,1
3:50 p.m.,3:40 p.m.,1710,act_arr_time,1
11:44 a.m.,11:33 a.m.,1709,act_arr_time,1
10:04 a.m.,9:45 a.m.,1708,act_arr_time,1
11:50 p.m.,11:35 p.m.,1707,act_arr_time,1
12:15 a.m.,12:01 a.m.,1706,act_arr_time,1
12:29 a.m.,12:19 a.m.,1705,act_arr_time,1
4:17 p.m.,4:06 p.m.,1704,act_arr_time,1
4:23 p.m.,4:20 p.m.,1703,act_arr_time,1
3:04 p.m.,2:58 p.m.,1702,act_arr_time,1
9:53 p.m.,9:47 p.m.,1701,act_arr_time,1
6:38 p.m.,6:34 p.m.,1700,act_arr_time,1
7:55 p.m.,7:43 p.m.,1699,act_arr_time,1
9:31 a.m.,9:26 a.m.,1698,act_arr_time,1
7:51 a.m.,7:49 a.m.,1697,act_arr_time,1
12:09 p.m.,12:02 p.m.,1696,act_arr_time,1
12:21 a.m.,12:02 a.m.,1695,act_arr_time,1
3:16 p.m.,3:04 p.m.,1694,act_arr_time,1
8:53 p.m.,8:38 p.m.,1693,act_arr_time,1
10:36 a.m.,10:29 a.m.,1691,act_arr_time,1
3:33 p.m.,3:26 p.m.,1690,act_arr_time,1
2:46 p.m.,2:39 p.m.,1689,act_arr_time,1
2:27 p.m.,2:21 p.m.,1688,act_arr_time,1
9:52 p.m.,8:46 p.m.,1687,act_arr_time,1
11:06 a.m.,10:43 a.m.,1686,act_arr_time,1
8:03 p.m.,7:43 p.m.,1685,act_arr_time,1
1:15 p.m.,1:08 p.m.,1684,act_arr_time,1
5:42 p.m.,5:27 p.m.,1683,act_arr_time,1
3:21 p.m.,3:07 p.m.,1682,act_arr_time,1
2:50 p.m.,2:40 p.m.,1681,act_arr_time,1
7:40 a.m.,7:35 a.m.,1680,act_arr_time,1
3:30 p.m.,3:13 p.m.,1679,act_arr_time,1
8:06 a.m.,7:59 a.m.,1678,act_arr_time,1
11:56 a.m.,11:50 a.m.,1677,act_arr_time,1
11:01 a.m.,10:58 a.m.,1676,act_arr_time,1
5:05 p.m.,4:57 p.m.,1675,act_arr_time,1
9:05 a.m.,8:50 a.m.,1674,act_arr_time,1
1:14 p.m.,1:07 p.m.,1673,act_arr_time,1
4:09 p.m.,3:59 p.m.,1672,act_arr_time,1
1:27 p.m.,1:11 p.m.,1671,act_arr_time,1
7:39 p.m.,7:37 p.m.,1670,act_arr_time,1
9:45 a.m.,9:29 a.m.,1669,act_arr_time,1
9:14 a.m.,9:08 a.m.,1668,act_arr_time,1
6:28 p.m.,6:23 p.m.,1667,act_arr_time,1
10:30 p.m.,10:28 p.m.,1665,act_arr_time,1
9:43 a.m.,9:44 a.m.,1664,act_arr_time,1
10:29 p.m.,10:24 p.m.,1663,act_arr_time,1
9:28 a.m.,9:14 a.m.,1662,act_arr_time,1
9:32 a.m.,9:22 a.m.,1661,act_arr_time,1
7:58 p.m.,,1660,act_arr_time,1
3:33 p.m.,,1659,act_arr_time,1
10:16 a.m.,,1658,act_arr_time,1
5:34 p.m.,,1657,act_arr_time,1
2:46 p.m.,,1656,act_arr_time,1
5:11 a.m.,,1655,act_arr_time,1
12:50 p.m.,,1654,act_arr_time,1
10:30 p.m.,,1653,act_arr_time,1
2:10 p.m.,,1652,act_arr_time,1
4:56 p.m.,,1651,act_arr_time,1
5:50 a.m.,,1650,act_arr_time,1
6:15 p.m.,,1649,act_arr_time,1
2:50 p.m.,,1648,act_arr_time,1
4:23 p.m.,,1647,act_arr_time,1
8:06 a.m.,,1646,act_arr_time,1
8:53 p.m.,,1645,act_arr_time,1
3:13 p.m.,,1644,act_arr_time,1
7:36 p.m.,,1643,act_arr_time,1
9:53 p.m.,,1642,act_arr_time,1
11:06 a.m.,,1641,act_arr_time,1
3:43 p.m.,,1640,act_arr_time,1
9:31 a.m.,,1639,act_arr_time,1
7:51 a.m.,,1638,act_arr_time,1
9:32 a.m.,,1637,act_arr_time,1
7:40 a.m.,7:40aDec 1,1636,act_arr_time,1
10:16 a.m.,10:16aDec 1,1632,act_arr_time,1
11:12 a.m.,11:12aDec 1,1631,act_arr_time,1
9:20 p.m.,,1626,act_arr_time,1
5:11 a.m.,,1625,act_arr_time,1
3:50 p.m.,Not Available,1623,act_arr_time,1
11:44 a.m.,11:44aDec 1,1621,act_arr_time,1
10:04 a.m.,10:04aDec 1,1620,act_arr_time,1
11:50 p.m.,,1619,act_arr_time,1
12:15 a.m.,Dec 02 Not Available,1618,act_arr_time,1
12:29 a.m.,,1617,act_arr_time,1
10:47 a.m.,10:47aDec 1,1615,act_arr_time,1
11:06 a.m.,11:06aDec 1,1613,act_arr_time,1
9:31 a.m.,9:31aDec 1,1611,act_arr_time,1
7:51 a.m.,7:51aDec 1,1610,act_arr_time,1
9:52 p.m.,,1608,act_arr_time,1
3:21 p.m.,,1604,act_arr_time,1
8:06 a.m.,8:06aDec 1,1603,act_arr_time,1
9:05 a.m.,9:05aDec 1,1600,act_arr_time,1
9:45 a.m.,9:45aDec 1,1597,act_arr_time,1
5:26 a.m.,5:26aDec 1,1594,act_arr_time,1
6:55 a.m.,,1593,act_arr_time,1
11:21 a.m.,,1592,act_arr_time,1
5:17 p.m.,Contact Airline,1591,act_arr_time,1
7:25 p.m.,,1590,act_arr_time,1
9:43 a.m.,,1589,act_arr_time,1
10:29 p.m.,10:02 p.m.,1588,act_arr_time,1
10:30 p.m.,,1587,act_arr_time,1
3:14 p.m.,3:12 p.m.,1586,act_arr_time,1
11:12 a.m.,10:52 a.m.,1585,act_arr_time,1
6:19 a.m.,6:15 a.m.,1584,act_arr_time,1
6:36 p.m.,,1583,act_arr_time,1
7:40 a.m.,7:37 a.m.,1582,act_arr_time,1
12:50 p.m.,12:37 p.m.,1581,act_arr_time,1
5:38 p.m.,5:34 p.m.,1580,act_arr_time,1
5:26 p.m.,,1579,act_arr_time,1
2:27 p.m.,2:21 p.m.,1578,act_arr_time,1
6:15 p.m.,6:11 p.m.,1577,act_arr_time,1
8:06 a.m.,7:59 a.m.,1576,act_arr_time,1
6:43 p.m.,6:30 p.m.,1575,act_arr_time,1
10:16 a.m.,10:12 a.m.,1574,act_arr_time,1
3:13 p.m.,2:49 p.m.,1573,act_arr_time,1
12:09 p.m.,,1572,act_arr_time,1
11:01 a.m.,10:58 a.m.,1571,act_arr_time,1
1:43 p.m.,1:42 p.m.,1570,act_arr_time,1
11:06 a.m.,11:04 a.m.,1569,act_arr_time,1
5:43 p.m.,5:39 p.m.,1568,act_arr_time,1
3:43 p.m.,3:36 p.m.,1567,act_arr_time,1
11:56 a.m.,,1566,act_arr_time,1
7:10 p.m.,,1565,act_arr_time,1
4:44 p.m.,4:22 p.m.,1564,act_arr_time,1
9:20 p.m.,9:12 p.m.,1563,act_arr_time,1
2:00 p.m.,1:52 p.m.,1562,act_arr_time,1
8:02 a.m.,7:50 a.m.,1561,act_arr_time,1
6:40 p.m.,6:19 p.m.,1560,act_arr_time,1
5:11 a.m.,,1559,act_arr_time,1
8:45 a.m.,8:33 a.m.,1558,act_arr_time,1
4:59 p.m.,,1557,act_arr_time,1
3:50 p.m.,3:29 p.m.,1556,act_arr_time,1
11:44 a.m.,11:33 a.m.,1554,act_arr_time,1
10:04 a.m.,9:45 a.m.,1553,act_arr_time,1
11:50 p.m.,11:35 p.m.,1552,act_arr_time,1
12:15 a.m.,11:49 p.m.,1551,act_arr_time,1
12:29 a.m.,12/2/11 12:01 a.m.,1550,act_arr_time,1
5:50 a.m.,5:52 a.m.,1549,act_arr_time,1
4:17 p.m.,,1548,act_arr_time,1
4:23 p.m.,4:20 p.m.,1546,act_arr_time,1
3:04 p.m.,2:58 p.m.,1545,act_arr_time,1
10:47 a.m.,10:43 a.m.,1544,act_arr_time,1
6:34 p.m.,,1543,act_arr_time,1
9:53 p.m.,9:47 p.m.,1542,act_arr_time,1
7:36 p.m.,7:23 p.m.,1541,act_arr_time,1
6:38 p.m.,6:28 p.m.,1540,act_arr_time,1
11:06 a.m.,10:43 a.m.,1539,act_arr_time,1
7:55 p.m.,7:43 p.m.,1538,act_arr_time,1
9:31 a.m.,9:26 a.m.,1537,act_arr_time,1
7:51 a.m.,7:49 a.m.,1536,act_arr_time,1
12:09 p.m.,,1535,act_arr_time,1
7:58 p.m.,7:20 p.m.,1534,act_arr_time,1
12:21 a.m.,,1533,act_arr_time,1
3:16 p.m.,3:04 p.m.,1532,act_arr_time,1
8:53 p.m.,8:38 p.m.,1531,act_arr_time,1
10:36 a.m.,10:34 a.m.,1529,act_arr_time,1
3:33 p.m.,,1528,act_arr_time,1
5:34 p.m.,5:24 p.m.,1527,act_arr_time,1
2:46 p.m.,2:39 p.m.,1526,act_arr_time,1
9:52 p.m.,,1525,act_arr_time,1
8:03 p.m.,,1524,act_arr_time,1
1:15 p.m.,1:11 p.m.,1523,act_arr_time,1
5:42 p.m.,5:22 p.m.,1522,act_arr_time,1
2:10 p.m.,1:55 p.m.,1521,act_arr_time,1
3:21 p.m.,3:09 p.m.,1520,act_arr_time,1
1:30 p.m.,1:23 p.m.,1519,act_arr_time,1
3:30 p.m.,3:13 p.m.,1518,act_arr_time,1
11:56 a.m.,11:50 a.m.,1517,act_arr_time,1
10:56 a.m.,,1516,act_arr_time,1
10:27 a.m.,,1515,act_arr_time,1
5:05 p.m.,5:00 p.m.,1514,act_arr_time,1
9:05 a.m.,8:50 a.m.,1513,act_arr_time,1
1:14 p.m.,,1512,act_arr_time,1
4:09 p.m.,4:08 p.m.,1511,act_arr_time,1
4:47 p.m.,4:43 p.m.,1510,act_arr_time,1
11:32 a.m.,,1509,act_arr_time,1
7:10 p.m.,,1508,act_arr_time,1
1:40 p.m.,1:36 p.m.,1507,act_arr_time,1
7:39 p.m.,7:37 p.m.,1506,act_arr_time,1
9:45 a.m.,9:29 a.m.,1505,act_arr_time,1
1:27 p.m.,1:11 p.m.,1503,act_arr_time,1
1:19 p.m.,,1502,act_arr_time,1
9:14 a.m.,,1501,act_arr_time,1
6:28 p.m.,6:25 p.m.,1500,act_arr_time,1
5:26 a.m.,,1499,act_arr_time,1
7:17 a.m.,7:04 a.m.,1498,act_arr_time,1
6:55 a.m.,12/2/11 6:35 a.m.,1497,act_arr_time,1
11:21 a.m.,11:11 a.m.,1496,act_arr_time,1
4:56 p.m.,4:54 p.m.,1495,act_arr_time,1
3:31 p.m.,,1494,act_arr_time,1
5:17 p.m.,5:14 p.m.,1493,act_arr_time,1
10:30 p.m.,10:31 p.m.,1492,act_arr_time,1
9:43 a.m.,9:29 a.m.,1491,act_arr_time,1
11:58 a.m.,11:30 a.m.,1490,act_arr_time,1
9:28 a.m.,9:14 a.m.,1489,act_arr_time,1
10:29 p.m.,,1488,act_arr_time,1
9:32 a.m.,9:22 a.m.,1487,act_arr_time,1
7:17 a.m.,,1486,act_arr_time,1
5:42 p.m.,,1485,act_arr_time,1
11:12 a.m.,,1484,act_arr_time,1
11:44 a.m.,,1483,act_arr_time,1
6:43 p.m.,,1482,act_arr_time,1
11:58 a.m.,,1481,act_arr_time,1
12:21 a.m.,12:21 a.m. (Estimated),1479,act_arr_time,1
9:20 p.m.,9:19 p.m. (Estimated),1473,act_arr_time,1
10:30 p.m.,10:30 p.m. (Estimated),1464,act_arr_time,1
12:15 a.m.,11:49 p.m. (Estimated runway),1461,act_arr_time,1
12:29 a.m.,12:01 a.m. (Estimated runway),1459,act_arr_time,1
4:23 p.m.,,1425,act_arr_time,1
3:43 p.m.,,1424,act_arr_time,1
9:13 a.m.,,1423,act_arr_time,1
4:09 p.m.,,1422,act_arr_time,1
11:12 a.m.,11:12aDec 1,1420,act_arr_time,1
6:19 a.m.,6:19aDec 1,1419,act_arr_time,1
7:40 a.m.,7:40aDec 1,1417,act_arr_time,1
11:06 a.m.,11:06aDec 1,1413,act_arr_time,1
8:06 a.m.,8:06aDec 1,1409,act_arr_time,1
10:16 a.m.,10:16aDec 1,1407,act_arr_time,1
11:01 a.m.,11:01aDec 1,1404,act_arr_time,1
11:06 a.m.,11:06aDec 1,1402,act_arr_time,1
11:56 a.m.,,1399,act_arr_time,1
9:20 p.m.,,1396,act_arr_time,1
8:02 a.m.,8:02aDec 1,1394,act_arr_time,1
6:40 p.m.,,1393,act_arr_time,1
5:11 a.m.,,1392,act_arr_time,1
8:45 a.m.,8:45aDec 1,1391,act_arr_time,1
3:50 p.m.,,1389,act_arr_time,1
11:44 a.m.,11:44aDec 1,1388,act_arr_time,1
10:04 a.m.,10:04aDec 1,1387,act_arr_time,1
11:50 p.m.,,1386,act_arr_time,1
12:15 a.m.,,1385,act_arr_time,1
12:29 a.m.,,1384,act_arr_time,1
5:50 a.m.,,1383,act_arr_time,1
10:47 a.m.,10:47aDec 1,1378,act_arr_time,1
9:31 a.m.,9:31aDec 1,1372,act_arr_time,1
7:51 a.m.,7:51aDec 1,1371,act_arr_time,1
12:21 a.m.,,1368,act_arr_time,1
7:25 p.m.,,1366,act_arr_time,1
10:36 a.m.,10:36aDec 1,1365,act_arr_time,1
9:52 p.m.,,1361,act_arr_time,1
3:21 p.m.,,1356,act_arr_time,1
11:56 a.m.,11:56aDec 1,1353,act_arr_time,1
10:56 a.m.,10:56aDec 1,1352,act_arr_time,1
10:27 a.m.,10:27aDec 1,1351,act_arr_time,1
9:05 a.m.,9:05aDec 1,1349,act_arr_time,1
11:32 a.m.,11:32aDec 1,1345,act_arr_time,1
9:45 a.m.,9:45aDec 1,1341,act_arr_time,1
9:56 a.m.,9:56aDec 1,1340,act_arr_time,1
9:14 a.m.,,1337,act_arr_time,1
5:26 a.m.,5:26aDec 1,1335,act_arr_time,1
7:17 a.m.,7:17aDec 1,1334,act_arr_time,1
6:55 a.m.,,1333,act_arr_time,1
11:21 a.m.,,1332,act_arr_time,1
10:30 p.m.,,1328,act_arr_time,1
9:43 a.m.,,1327,act_arr_time,1
11:58 a.m.,11:58aDec 1,1326,act_arr_time,1
9:28 a.m.,9:28aDec 1,1325,act_arr_time,1
10:29 p.m.,10:02 p.m.,1324,act_arr_time,1
9:32 a.m.,9:32aDec 1,1323,act_arr_time,1
3:14 p.m.,3:12 p.m.,1322,act_arr_time,1
11:12 a.m.,10:52 a.m.,1321,act_arr_time,1
6:19 a.m.,6:15 a.m.,1320,act_arr_time,1
6:36 p.m.,,1319,act_arr_time,1
7:40 a.m.,7:37 a.m.,1318,act_arr_time,1
12:50 p.m.,12:37 p.m.,1317,act_arr_time,1
5:38 p.m.,5:34 p.m.,1316,act_arr_time,1
5:26 p.m.,,1315,act_arr_time,1
